DateTime,index,10.2,10.6,10.9,11.3,11.8,12.2,12.6,13.1,13.6,14.1,14.6,15.1,15.7,16.3,16.8,17.5,18.1,18.8,19.5,20.2,20.9,21.7,22.5,23.3,24.1,25,25.9,26.9,27.9,28.9,30,31.1,32.2,33.4,34.6,35.9,37.2,38.5,40,41.4,42.9,44.5,46.1,47.8,49.6,51.4,53.3,55.2,57.3,59.4,61.5,63.8,66.1,68.5,71,73.7,76.4,79.1,82,85.1,88.2,91.4,94.7,98.2,101.8,105.5,109.4,113.4,117.6,121.9,126.3,131,135.8,140.7,145.9,151.2,156.8,162.5,168.5,174.7,181.1,187.7,194.6,201.7,209.1,216.7,224.7,232.9,241.4,250.3,259.5,269,278.8,289,299.6,310.6,322,333.8,346,358.7,371.8,385.4,399.5,414.2
03-May-2023 15:25:00,1,508.035,399.722,605.231,839.615,526.408,603.502,1036.964,892.617,1064.452,1170.194,1071.165,1425.32,1199.279,1157.385,978.889,1228.81,1585.92,1475.544,1931.611,1976.652,1953.999,2346.611,1750.419,2152.154,2917.031,2806.223,3442.247,3150.701,3221.422,3683.421,3589.016,3793.668,4191.613,4130.132,4294.928,4623.143,5046.053,4703.416,5256.329,5030.191,5190.476,5789.725,5873.153,5933.73,5982.692,6794.277,6830.97,7143.356,7163.835,7299.87,7880.72,7875.907,7589.922,8129.306,8400.353,8120.7,7996.731,7446.867,7603.501,8549.805,7624.743,7742.944,7547.694,6866.928,7178.879,7284.856,6087.694,6116.203,6261.514,5857.721,5319.979,5275.224,5320.995,4587.617,4801.232,3920.668,4105.797,4209.254,3827.644,3747.721,3363.826,3623.737,3515.688,3339.827,3108.362,2985.807,3123.145,2744.225,2756.175,2325.416,2794.835,2582.369,2375.429,2334.544,2078.949,2050.8,1826.369,1964.166,1514.322,1335.702,1095.643,1152.571,839.518,874.643
03-May-2023 15:30:00,2,964.1405,652.2465,549.738,623.6395,668.3835,588.272,623.3035,839.18,723.617,615.08,728.066,836.905,808.5925,862.494,1275.333,935.2,1136.393,1428.471,1683.3595,1664.3625,1807.0745,1882.508,2012.1605,2288.736,2385.6635,2568.55,2843.911,2965.9645,2872.112,3463.612,3594.3025,3600.7685,3747.9375,3872.797,4126.073,4188.2815,4466.9325,4393.889,4926.1885,5025.0215,5192.139,5738.877,5601.4835,5958.5195,6341.4655,6398.4025,6916.0045,7245.7255,6941.8875,7263.741,7467.1845,7718.7655,7695.7345,7913.064,7859.43,7682.857,7780.427,7643.5035,7631.5155,7553.556,7503.208,7387.364,7091.37,6796.338,6701.315,6479.2455,6216.996,5742.8035,5870.7175,5508.0385,5536.4495,5249.51,4744.809,4507.1005,4635.9675,4674.739,4197.814,3970.5395,3822.662,3750.646,3480.7025,3353.4555,3354.162,3176.1205,3229.0935,3104.709,2956.411,2750.89,2522.5405,2461.9905,2551.9015,2521.078,2280.202,2232.5335,2058.6185,1956.8965,1797.727,1491.2515,1406.4,1208.555,1107.7125,975.4565,996.829,764.2955
03-May-2023 15:35:00,3,642.352,778.088,746.447,778.8805,526.8035,683.041,581.009,514.487,815.97,531.832,720.6745,902.705,765.925,911.481,892.5085,1072.4965,931.801,1061.2385,1381.658,1325.792,1455.8355,1648.881,1714.246,1799.3225,2210.71,2171.9035,2360.9915,2629.7475,2844.0075,2866.8055,3269.0995,3309.8805,3286.5,3564.334,3672.89,3992.773,4258.894,4127.4305,4510.761,4770.481,4764.478,5126.2155,5222.11,5454.7885,5983.4025,6173.178,6264.3435,5985.5055,6244.6425,6673.242,6738.2735,6988.536,7083.899,7053.32,7008.6275,7348.299,6892.1855,7282.9775,7119.0735,7164.3565,6641.284,6677.4985,6650.9265,6334.8545,6122.632,5911.5295,5614.2485,5824.8375,5590.675,5045.1135,5136.2415,4960.549,4295.311,4558.678,4340.4015,4128.3515,4216.3545,4028.487,3574.0815,3633.552,3094.5215,3344.636,3040.779,2956.658,2916.4955,2748.496,2704.74,2363.4215,2254.6085,2247.4495,2330.6025,2258.1485,1995.4865,1913.9265,1714.7055,1627.229,1411.5185,1239.307,1279.4705,1138.589,1053.4055,1027.211,844.548,617.9325
03-May-2023 15:40:00,4,801.149,778.1315,786.605,551.063,570.303,362.122,487.91,700.425,628.251,531.1825,664.721,691.789,748.952,706.7365,886.7625,1007.4495,808.982,1097.3585,1148.862,1175.854,1324.468,1487.507,1695.596,1574.6155,2156.6965,2144.1275,2202.394,2281.8315,2613.219,2660.3255,3187.3135,3033.751,3348.3445,3587.562,3852.658,3724.913,3903.448,3808.261,4749.984,4193.6875,4572.3225,4944.1165,5186.528,5207.962,5360.7715,5300.037,5467.9605,5994.5755,6054.0515,6109.9565,6339.8295,6481.582,6369.1455,6608.584,6480.85,6735.7555,6570.1905,6629.8405,6559.209,6525.7905,6501.196,6239.218,6156.483,6061.66,5769.6435,5528.2885,5416.716,4935.1125,5130.4825,4766.5055,4484.192,4281.924,4281.1465,4038.942,4198.3235,4085.333,3848.245,3671.166,3381.4495,3520.632,3401.4725,3069.593,2920.3095,3101.737,2847.673,2560.613,2588.7425,2257.8665,2118.2735,2036.9425,2073.708,2103.468,1942.846,1544.147,1602.0235,1279.1095,1261.1895,1214.5825,973.923,934.929,800.9775,790.6605,734.849,527.627
03-May-2023 15:45:00,5,539.8165,518.7525,314.6375,694.1365,351.5605,402.3465,370.358,208.1085,432.0105,645.1295,422.2235,448.8255,364.1295,445.077,599.805,560.4315,534.33,661.629,782.637,708.3285,913.9085,923.3015,1021.95,1082.117,1206.963,1277.0135,1510.407,1619.1885,2011.218,2092.9,2286.1815,2102.737,2393.176,2533.3845,2580.614,2821.658,3009.627,3081.826,3086.339,3316.2495,3348.1225,3583.284,3762.0445,4015.3455,3867.757,4016.6375,4255.508,4370.742,4217.449,4647.597,4502.7195,4786.285,4995.193,4662.411,4657.255,4732.272,4887.442,5022.023,5014.162,4845.1615,4863.26,4947.9815,4501.0495,4528.0765,4702.731,4614.5965,4469.21,4728.997,4202.284,4321.7575,4028.229,3900.7225,3818.586,3906.1615,3811.2505,3784.731,3433.523,3556.607,3193.7815,3177.2305,3085.8245,2887.37,2853.062,2604.5855,2425.652,2453.8415,2327.6305,2186.302,2035.1295,1938.668,1885.4245,1765.6575,1573.2955,1337.52,1270.357,1167.303,1075.804,1005.8275,878.0305,773.239,706.1065,645.7035,528.7535,399.8125
03-May-2023 15:50:00,6,635.048,461.1055,550.59,646.856,405.455,593.7365,512.2535,439.381,527.994,435.0765,605.1575,726.9745,437.9375,687.3795,827.4615,728.9905,818.874,761.495,841.2725,1052.574,1058.082,1230.7035,1443.618,1341.844,1664.25,2087.819,2092.281,2268.523,2290.8315,2481.63,2752.781,3039.1225,3306.3735,3418.6545,3235.6575,3279.5475,3725.0695,3732.2935,3825.816,4137.348,3834.9705,4376.1205,4525.633,4661.644,4847.3325,4541.3055,5095.2825,5412.873,5571.8695,5596.3335,5541.1355,5630.455,5646.533,5694.299,5758.267,5747.754,5832.5185,5817.3745,5620.0435,5418.9025,5558.4715,5591.7945,5682.9285,5414.4375,5312.462,4999.459,4869.248,4903.98,4508.1995,4643.276,4325.1385,4256.918,4203.9605,4149.228,3936.218,3878.8605,3754.57,3673.125,3458.1405,3169.7825,3316.571,2784.3255,3036.787,2915.0715,2734.3185,2560.874,2241.6145,2104.331,1933.46,1957.714,2010.771,1879.454,1701.4575,1557.5285,1635.524,1287.891,1159.083,1029.5825,931.404,840.2215,708.43,616.469,620.565,497.011
03-May-2023 15:55:00,7,762.084,749.312,891.489,861.621,702.726,1046.137,1012.255,1286.933,914.133,1564.797,1234.357,1637.822,1801.309,1707.956,2244.122,1970.727,2388.603,2876.882,2407.461,2667.364,2867.257,3326.153,2777.307,3266.206,3346.458,3652.866,3910.18,3988.837,3705.273,4032.441,4358.025,4562.592,4277.045,4518.882,4523.409,4247.338,4793.555,4328.092,4451.535,4802.852,4761.932,4908.689,5393.906,4887.753,4969.305,4814.218,5139.515,5009,4773.401,5275.657,5631.65,5256.958,5304.671,5537.171,5468.243,5373.406,5775.031,5589.274,5133.648,5075.872,5545.529,4810.428,5180.449,4966.079,4716.048,4329.599,4563.1,4211.198,4285.936,4108.391,4213.639,4257.399,4377.179,4274.936,4119.781,3883.851,3713.113,3559.466,3273.629,3427.932,3052.034,2917.51,2892.545,2774.542,2440.813,2230.872,2037.303,1980.449,1624.71,2040.244,1747.611,1306.928,1181.184,1341.098,1149.467,1150.152,1042.883,876.173,719.897,696.735,545.357,600.521,498.809,343.872
03-May-2023 16:00:00,8,1436.331,1237.0745,1258.5105,936.4915,896.9545,945.6615,735.494,984.4985,811.187,839.294,867.331,717.569,788.3755,1184.442,1115.205,1069.2955,1104.3415,1084.906,1044.585,1093.1415,1278.2675,1267.41,1292.319,1403.433,1597.5825,1641.637,1717.64,1961.254,2071.9445,2145.941,2786.543,2735.0465,2859.2325,2791.522,3009.132,3037.2605,3196.8535,3437.7035,3220.5555,3509.687,3817.2205,3811.1425,3964.2685,4116.3555,4075.154,4250.7005,4514.2465,4450.7585,4781.4365,4758.748,4942.665,5052.53,4817.001,4812.615,4816.948,5057.3985,4951.638,4933.61,5055.75,4897.1785,5021.5075,4867.42,4529.573,4546.558,4758.803,4703.167,4369.4195,4555.7785,4470.532,4325.3125,4094.3105,4259.699,3781.7475,3792.51,3607.879,3978.3045,3587.2955,3581.3675,3214.8945,3119.7925,2895.781,2901.048,2590.305,2485.6675,2505.489,2326.1875,2060.9355,2016.1235,1737.3405,1769.757,1811.462,1727.1535,1452.1285,1446.493,1311.581,1159.306,1091.664,920.4875,789.501,702.421,618.94,567.4775,536.855,385.125
03-May-2023 16:05:00,9,900.718,938.651,774.2185,1067.0465,482.5615,861.57,558.7505,797.772,752.796,790.943,847.7475,872.186,809.5805,828.6015,1015.814,933.8795,1190.6465,1186.6125,1282.4075,1146.897,1340.0005,1151.435,1211.2495,1545.2405,1523.666,1701.934,1900.497,1888.687,2019.2875,2316.09,2375.2535,2620.7495,2833.957,2860.39,3131.315,3277.966,3328.899,3226.769,3801.153,3403.604,3989.7345,3888.328,3915.539,4017.5735,4329.0715,4292.3565,4459.7925,4638.005,4641.587,4743.5835,4930.129,4913.442,4985.94,5354.8685,4844.9495,4639.7285,4840.663,5106.573,4914.2505,5130.6815,4805.884,4840.4355,4637.3695,4918.3875,4654.457,4643.1625,4490.9225,4615.135,4135.8035,4168.5625,4145.535,4064.5095,3799.6635,3968.7755,3573.52,3820.951,3390.976,3324.8075,3261.5915,3064.386,2883.885,2847.086,2677.347,2262.562,2650.85,2128.962,2106.183,1955.1695,1793.8585,1658.532,1725.6845,1552.139,1489.016,1364.9695,1140.7985,1082.7945,855.2825,757.3405,752.7655,669.1075,488.0755,489.8705,468.108,362.957
